idx,station_name,station_id,camera_name,camera_ipaddr,nvr_rtsp_url,manufacturer,model,status
771,북정,107,PSD-U1-1,7.107.3.241,rtsp://7.107.3.22:4515/4b05f430-7521-412a-9f60-861ad04f1a0b/1/media.smp,,,
773,북정,107,PSD-U1-2,7.107.3.242,rtsp://7.107.3.22:4515/c4751e1d-8010-4b2d-8f0f-69d03b27c02e/1/media.smp,,,
775,북정,107,PSD-U2-1,7.107.3.243,rtsp://7.107.3.22:4515/558ef507-7ed1-40cb-b954-dd776833d7e4/1/media.smp,,,
777,북정,107,PSD-U2-2,7.107.3.244,rtsp://7.107.3.22:4515/4ac4d580-8669-44fa-aaea-6cdadc484916/1/media.smp,,,
779,북정,107,PSD-D1-1,7.107.3.245,rtsp://7.107.3.22:4515/edecb642-3c16-42e8-a078-70d182383b35/1/media.smp,,,
781,북정,107,PSD-D1-2,7.107.3.246,rtsp://7.107.3.22:4515/bc2918af-c6cd-4119-82d9-80a9b4efb9d2/1/media.smp,,,
783,북정,107,PSD-D2-1,7.107.3.247,rtsp://7.107.3.22:4515/ce0e7b6a-7dde-444b-8a47-1f72d546a3be/1/media.smp,,,
785,북정,107,PSD-D2-2,7.107.3.248,rtsp://7.107.3.22:4515/63b1cda2-7bec-416e-a506-1830653b88f1/1/media.smp,,,
787,북정,107,P-U1,7.107.3.101,rtsp://7.107.3.22:4515/f00dbcfb-9fa3-4dc3-853f-fa736d2bb8a2/1/media.smp,,,
789,북정,107,P-U2,7.107.3.102,rtsp://7.107.3.22:4515/3fa13578-a5b4-4929-8588-16c043a8b120/1/media.smp,,,
791,북정,107,P-D1,7.107.3.111,rtsp://7.107.3.22:4515/3a2f12f7-da15-4e10-9dd7-cf86f296926f/1/media.smp,,,
793,북정,107,P-D2,7.107.3.112,rtsp://7.107.3.22:4515/fe48bda9-3139-4c7a-80d1-76bfdfadab9e/1/media.smp,,,
795,북정,107,하선 출입구(상행),7.107.3.131,rtsp://7.107.3.22:4515/c3c6c433-a16d-4214-91c7-644b9fd7c803/1/media.smp,,,
797,북정,107,하선 출입구(하행),7.107.3.132,rtsp://7.107.3.22:4515/1e2a586b-5592-4b28-8998-7349ddc04a2e/1/media.smp,,,
799,북정,107,출구-1,7.107.3.133,rtsp://7.107.3.22:4515/563c1081-933e-4943-b2d8-68364ff32b49/1/media.smp,,,
801,북정,107,출구-2,7.107.3.134,rtsp://7.107.3.22:4515/a4673fa9-f243-42fb-b769-f30c461459e9/1/media.smp,,,
803,북정,107,Gate-1,7.107.3.151,rtsp://7.107.3.22:4515/d786a276-5dc3-48c5-aea0-b7b826b61c43/1/media.smp,,,
805,북정,107,Gate-2/수유실,7.107.3.152,rtsp://7.107.3.22:4515/ef10c99d-9475-42aa-8771-c49a691360c1/1/media.smp,,,
807,북정,107,변전실-1,7.107.3.231,rtsp://7.107.3.22:4515/d3ba20a3-44ab-4604-a8a8-d1d330f873b1/1/media.smp,,,
809,북정,107,변전실-2,7.107.3.232,rtsp://7.107.3.22:4515/2d00c0d7-25ac-4c9d-b59d-d3a12e140ff1/1/media.smp,,,
811,북정,107,변전실-3,7.107.3.233,rtsp://7.107.3.22:4515/7ec6b40b-3f37-470e-ac17-5a77e05f75a3/1/media.smp,,,
813,북정,107,변전실-4,7.107.3.234,rtsp://7.107.3.22:4515/8f8c3ff9-8cf7-4b95-9c1a-5a6e66e763cb/1/media.smp,,,
815,북정,107,통신기기실,7.107.3.238,rtsp://7.107.3.22:4515/453d6359-7977-4404-b33d-66699a652a88/1/media.smp,,,
817,북정,107,신호기기실,7.107.3.239,rtsp://7.107.3.22:4515/20bd9118-4dc8-43ff-a3a2-c63d5366183b/1/media.smp,,,
819,북정,107,발매기,7.107.3.161,rtsp://7.107.3.22:4515/4ecb098c-e4ca-49a2-922f-9487b85183e8/1/media.smp,,,
821,북정,107,발매기실,7.107.3.162,rtsp://7.107.3.22:4515/df0dfafc-d971-42e6-9d15-44f789f41f09/1/media.smp,,,
823,북정,107,화장실,7.107.3.121,rtsp://7.107.3.22:4515/0bee2f40-b508-46e6-a25a-58ab029c83e7/1/media.smp,,,
825,북정,107,장애인화장실,7.107.3.122,rtsp://7.107.3.22:4515/c1855fb3-440b-4d87-b0d6-d857e629d466/1/media.smp,,,
827,북정,107,E/L-1호기-대합(EL),7.107.3.202,rtsp://7.107.3.22:4515/dc1ecb1c-4fc7-4dfe-a6e5-e3bac75c3e64/1/media.smp,,,
829,북정,107,E/L-1호기-대합(대합실),7.107.3.202,rtsp://7.107.3.22:4515/5f04f0d0-574f-4ac9-8af1-30b394f079d2/1/media.smp,,,
831,북정,107,E/L-1호기-승강(EL),7.107.3.201,rtsp://7.107.3.22:4515/1c33902e-c032-4a9d-b810-fef93ee9a2be/1/media.smp,,,
833,북정,107,E/L-1호기-승강(승강장),7.107.3.201,rtsp://7.107.3.22:4515/b173b891-1119-4263-be84-c9cfb1901216/1/media.smp,,,
835,북정,107,E/L-2호기-지상(EL),7.107.3.203,rtsp://7.107.3.22:4515/7fe0df88-0b69-45c3-8578-89def4dc0503/1/media.smp,,,
837,북정,107,E/L-2호기-지상(입구),7.107.3.203,rtsp://7.107.3.22:4515/6fe43759-6411-4e39-a649-82a2cf926409/1/media.smp,,,
839,북정,107,E/L-2호기-대합(EL),7.107.3.204,rtsp://7.107.3.22:4515/dd463a8c-28c1-460d-9af5-7e3ed1177b28/1/media.smp,,,
841,북정,107,E/L-2호기-대합(복도),7.107.3.204,rtsp://7.107.3.22:4515/28c21022-eb75-4e17-8822-3d4b8f5a20e0/1/media.smp,,,
843,북정,107,E/L-3호기-지상(EL),7.107.3.205,rtsp://7.107.3.22:4515/0ef182d2-7ec5-4164-a90b-ab39cc035532/1/media.smp,,,
845,북정,107,E/L-3호기-지상(입구),7.107.3.205,rtsp://7.107.3.22:4515/89a75617-ed85-4e5e-b7e7-f98ea34dce72/1/media.smp,,,
847,북정,107,E/L-3호기-대합(EL),7.107.3.206,rtsp://7.107.3.22:4515/ed0ac952-9f8f-4c44-b3c8-334186aee9ce/1/media.smp,,,
849,북정,107,E/L-3호기-대합(복도),7.107.3.206,rtsp://7.107.3.22:4515/49b3ab33-5bdc-4d30-830b-535633a51ae4/1/media.smp,,,
851,북정,107,E/S-1호기-대합(하부),7.107.3.171,rtsp://7.107.3.22:4515/219d17d4-b2bb-4e20-b9cf-e5812413a403/1/media.smp,,,
853,북정,107,E/S-1호기-대합(상부),7.107.3.171,rtsp://7.107.3.22:4515/09067f1c-62e8-48c7-abee-e8a25e6fa24d/1/media.smp,,,
855,북정,107,E/S-1호기-승강,7.107.3.172,rtsp://7.107.3.22:4515/41ce16fe-0fed-40fe-b374-df7f5ca7a3d0/1/media.smp,,,
857,북정,107,E/S-2호기-지상(상부),7.107.3.173,rtsp://7.107.3.22:4515/6882818e-9310-4d53-bfeb-551ec552415e/1/media.smp,,,
859,북정,107,E/S-2호기-지상(하부),7.107.3.173,rtsp://7.107.3.22:4515/9b56cd3b-41b8-44e2-9745-595e803c6276/1/media.smp,,,
861,북정,107,E/S-2호기-대합,7.107.3.174,rtsp://7.107.3.22:4515/c6d033db-5f39-4de8-8476-fb18d646dffe/1/media.smp,,,
863,북정,107,E/S-3호기-지상(하부),7.107.3.175,rtsp://7.107.3.22:4515/b92b0bc6-4635-4583-bde3-9a2c5bb49075/1/media.smp,,,
865,북정,107,E/S-3호기-지상(상부),7.107.3.175,rtsp://7.107.3.22:4515/7d96f62c-9701-4b4f-815c-34237b3edbfe/1/media.smp,,,
867,북정,107,E/S-3호기-대합,7.107.3.176,rtsp://7.107.3.22:4515/02c97d26-6bbb-4306-9014-36f47a766853/1/media.smp,,,
869,북정,107,선로전환기-24,7.107.3.71,rtsp://7.107.3.22:4515/22b3dfca-c0d5-4773-be57-d6070c34d2e3/1/media.smp,,,
871,북정,107,E/L-1호기-EL내부,7.107.3.207,,,,
873,북정,107,E/L-2호기-EL내부,7.107.3.208,,,,
875,북정,107,E/L-3호기-EL내부,7.107.3.209,,,,
