idx,station_name,station_id,camera_name,camera_ipaddr,nvr_rtsp_url,manufacturer,model,status
207,사송,102,PSD-U1-1,7.102.3.241,rtsp://admin:asdQWE12!@@7.102.3.22:4515/b8bb547e-fa8f-4ce5-845a-380d217c69bb/3/media.smp,,,
209,사송,102,PSD-U1-2,7.102.3.242,rtsp://admin:asdQWE12!@@7.102.3.22:4515/e2f0b20b-a225-4b19-8e1b-2ae95a56afaf/3/media.smp,,,
211,사송,102,PSD-U2-1,7.102.3.243,rtsp://admin:asdQWE12!@@7.102.3.22:4515/6e81e40b-2b5c-4793-a298-0a794bc7b72e/3/media.smp,,,
213,사송,102,PSD-U2-2,7.102.3.244,rtsp://admin:asdQWE12!@@7.102.3.22:4515/6c9cc839-aa19-4a54-a07c-93672018156b/3/media.smp,,,
215,사송,102,PSD-D1-1,7.102.3.245,rtsp://admin:asdQWE12!@@7.102.3.22:4515/9b840e94-d307-40da-a864-07ccef53d524/3/media.smp,,,
217,사송,102,PSD-D1-2,7.102.3.246,rtsp://admin:asdQWE12!@@7.102.3.22:4515/d45d4e87-3cb2-49a2-88c6-350810462b48/3/media.smp,,,
219,사송,102,PSD-D2-1,7.102.3.247,,,,
221,사송,102,PSD-D2-2,7.102.3.248,rtsp://admin:asdQWE12!@@7.102.3.22:4515/041b2ab4-ed02-48a3-8e0b-9e78b2df1f04/3/media.smp,,,
223,사송,102,P-U1,7.102.3.101,rtsp://admin:asdQWE12!@@7.102.3.22:4515/998ae2fd-008a-42cf-a4d1-e2016f5855cd/3/media.smp,,,
225,사송,102,P-U2,7.102.3.102,rtsp://admin:asdQWE12!@@7.102.3.22:4515/f3438d75-9fdf-41ec-9f14-9eef2997ced9/3/media.smp,,,
227,사송,102,P-D1,7.102.3.111,rtsp://admin:asdQWE12!@@7.102.3.22:4515/efb9af10-46e0-4a85-b748-5d67a6e528b1/3/media.smp,,,
229,사송,102,P-D2,7.102.3.112,rtsp://admin:asdQWE12!@@7.102.3.22:4515/1a03946b-23f7-4362-bc76-87101c959ade/3/media.smp,,,
231,사송,102,상선 출입구(하행),7.102.3.131,rtsp://admin:asdQWE12!@@7.102.3.22:4515/c77e556d-e6f8-4e41-a640-177862464068/3/media.smp,,,
233,사송,102,하선 출입구(상행),7.102.3.132,rtsp://admin:asdQWE12!@@7.102.3.22:4515/9c4ffdd7-2744-42b2-b69b-28da3ed6ab54/3/media.smp,,,
235,사송,102,출구-1,7.102.3.133,rtsp://admin:asdQWE12!@@7.102.3.22:4515/c4ea5752-520c-4fe4-9435-6ed99d085d62/3/media.smp,,,
