idx,station_name,station_id,camera_name,camera_ipaddr,nvr_rtsp_url,manufacturer,model,status
1,차량기지,100,변전실-1,7.254.103.231,,,,
3,차량기지,100,변전실-2,7.254.103.232,,,,
5,차량기지,100,변전실-3,7.254.103.233,,,,
7,차량기지,100,공동구-1,7.254.103.120,,,,
9,차량기지,100,공동구-2,7.254.103.121,,,,
11,차량기지,100,주출입구-1,7.254.103.131,,,,
13,차량기지,100,부출입구-1,7.254.103.132,,,,
15,차량기지,100,부출입구-2,7.254.103.133,,,,
17,차량기지,100,부출입구-3,7.254.103.134,,,,
19,차량기지,100,정문출입구,7.254.103.41,,,,
21,차량기지,100,E/L-2·3호기-1층,7.254.103.201,,,,
23,차량기지,100,E/L-2·3호기-5층,7.254.103.202,,,,
25,차량기지,100,관제실입구-1,7.254.103.140,,,,
27,차량기지,100,지붕-1,7.254.103.141,,,,
29,차량기지,100,지붕-2,7.254.103.142,,,,
31,차량기지,100,본선 비상안내-11,7.254.103.81,,,,
33,차량기지,100,선로전환기-13,7.254.103.71,,,,
35,차량기지,100,선로전환기-14,7.254.103.72,,,,
37,차량기지,100,선로전환기-15,7.254.103.73,,,,
39,차량기지,100,집수정-3,7.254.103.83,,,,
41,차량기지,100,출도착(입출고선),7.254.103.150,,,,
43,차량기지,100,모터카고,7.254.103.154,,,,
45,차량기지,100,유치선-1,7.254.103.151,,,,
47,차량기지,100,유치선-2,7.254.103.152,,,,
49,차량기지,100,유치선-3,7.254.103.153,,,,
51,차량기지,100,세척기,7.254.103.155,,,,
53,차량기지,100,외곽 감시-1,7.254.103.42,,,,
55,차량기지,100,외곽 감시-2,7.254.103.43,,,,
57,차량기지,100,외곽 감시-3,7.254.103.44,,,,
59,차량기지,100,외곽 감시-4,7.254.103.45,,,,
61,차량기지,100,외곽 감시-5,7.254.103.46,,,,
63,차량기지,100,외곽 감시-6,7.254.103.47,,,,
65,차량기지,100,외곽 감시-7,7.254.103.48,,,,
67,차량기지,100,외곽 감시-8,7.254.103.49,,,,
69,차량기지,100,외곽 감시-9,7.254.103.50,,,,
71,차량기지,100,외곽 감시-10,7.254.103.51,,,,
73,차량기지,100,외곽 감시-11,7.254.103.52,,,,
75,차량기지,100,외곽 감시-12,7.254.103.53,,,,
77,차량기지,100,외곽 감시-13,7.254.103.54,,,,
79,차량기지,100,외곽 감시-14,7.254.103.55,,,,
81,차량기지,100,외곽 감시-15,7.254.103.56,,,,
83,차량기지,100,외곽 감시-16,7.254.103.57,,,,
85,차량기지,100,외곽 감시-17,7.254.103.58,,,,
87,차량기지,100,출입구 감시,7.254.103.59,,,,
89,차량기지,100,종합기계실,7.254.3.99,rtsp://7.254.3.25:4515/b3b36f5e-2457-4d37-9956-2947fb1c5e52/3/media.smp,,,
