idx,station_name,station_id,camera_name,camera_ipaddr,nvr_rtsp_url,manufacturer,model,status
401,양산시청,104,PSD-U1-1,7.104.3.241,rtsp://7.104.3.22:4515/629e8b9f-7c89-40f3-a6db-e8f2c028313e/1/media.smp,,,
403,양산시청,104,PSD-U1-2,7.104.3.242,rtsp://7.104.3.22:4515/c8c4d873-342d-4b8b-8f01-92b6cf7f0f72/1/media.smp,,,
405,양산시청,104,PSD-U2-1,7.104.3.243,rtsp://7.104.3.22:4515/7fbf9007-c072-4e98-9517-d78f967ce2be/1/media.smp,,,
407,양산시청,104,PSD-U2-2,7.104.3.244,rtsp://7.104.3.22:4515/3fe48175-8aac-4ec8-a540-36866beaabb1/1/media.smp,,,
409,양산시청,104,PSD-D1-1,7.104.3.245,rtsp://7.104.3.22:4515/97d8ff1e-259d-49c8-afec-e7410a789d38/1/media.smp,,,
411,양산시청,104,PSD-D1-2,7.104.3.246,rtsp://7.104.3.22:4515/b4d83529-8d5a-4838-8cbc-3c2cf45cc0a6/1/media.smp,,,
413,양산시청,104,PSD-D2-1,7.104.3.247,rtsp://7.104.3.22:4515/35f73388-5e3a-4a0a-a51f-c512af0f749f/1/media.smp,,,
415,양산시청,104,PSD-D2-2,7.104.3.248,rtsp://7.104.3.22:4515/222bb96f-1695-4fbb-be01-987c8d5a66f0/1/media.smp,,,
417,양산시청,104,P-U1,7.104.3.101,rtsp://7.104.3.22:4515/e2720597-3aa0-448f-aa52-b59ebf963cb6/1/media.smp,,,
419,양산시청,104,P-U2,7.104.3.102,rtsp://7.104.3.22:4515/9653983d-1b86-4bda-84f9-5954c4fd0538/1/media.smp,,,
421,양산시청,104,P-D1,7.104.3.111,rtsp://7.104.3.22:4515/c42e1041-123e-4469-99fd-05bbe985a524/1/media.smp,,,
423,양산시청,104,P-D2,7.104.3.112,rtsp://7.104.3.22:4515/96d20472-9c59-4f1b-a1e4-b108fd1a612a/1/media.smp,,,
425,양산시청,104,상선 출입구(하행),7.104.3.131,rtsp://7.104.3.22:4515/09a0107c-15f9-4ccc-bd2e-ebb4775c17cb/1/media.smp,,,
427,양산시청,104,하선 출입구(상행),7.104.3.132,rtsp://7.104.3.22:4515/b12e75b2-445a-4165-9d95-5d5ade50bc3c/1/media.smp,,,
429,양산시청,104,하선 출입구(하행),7.104.3.133,rtsp://7.104.3.22:4515/4783f88a-510c-49ad-b99c-3618d3fcce4d/1/media.smp,,,
431,양산시청,104,출구-1,7.104.3.134,rtsp://7.104.3.22:4515/6260c6e4-fb4d-4234-a00e-e06768b027e0/1/media.smp,,,
433,양산시청,104,전기실-1,7.104.3.236,rtsp://7.104.3.22:4515/798fc0bd-de3e-47c7-9803-673d3b4b8f25/1/media.smp,,,
435,양산시청,104,전기실-2,7.104.3.237,rtsp://7.104.3.22:4515/0589e3be-d447-42fd-b965-a40f4e0c3a4d/1/media.smp,,,
437,양산시청,104,통신기기실,7.104.3.238,rtsp://7.104.3.22:4515/2ac5548f-8b88-4bf9-ae47-574d590199ee/1/media.smp,,,
439,양산시청,104,신호기기실,7.104.3.239,rtsp://7.104.3.22:4515/86435126-baba-423b-bf3e-afa745b84109/1/media.smp,,,
441,양산시청,104,발매기실/발매기,7.104.3.151,rtsp://7.104.3.22:4515/8f27e732-dfd0-473c-b39e-4c278389238a/1/media.smp,,,
443,양산시청,104,발매기실/게이트,7.104.3.151,rtsp://7.104.3.22:4515/70e1e0a7-9da2-42a1-9c4d-e3ecd8f40a06/1/media.smp,,,
445,양산시청,104,발매기실,7.104.3.161,rtsp://7.104.3.22:4515/e5fc64f0-d43b-4849-aa39-be3bb6ef7902/1/media.smp,,,
447,양산시청,104,여자 화장실,7.104.3.121,rtsp://7.104.3.22:4515/4bfa96c8-e629-4a4f-946b-30dbc1afeee0/1/media.smp,,,
449,양산시청,104,장애인 화장실,7.104.3.122,rtsp://7.104.3.22:4515/385dc354-09ff-449b-9543-4042eb0a59a3/1/media.smp,,,
451,양산시청,104,수유실,7.104.3.226,rtsp://7.104.3.22:4515/ddba4b37-9df4-4c1e-a8d5-06f33e40ab8b/1/media.smp,,,
453,양산시청,104,E/L-1호기-지상(EL),7.104.3.201,,,,
455,양산시청,104,E/L-1호기-지상(입구),7.104.3.201,,,,
457,양산시청,104,E/L-1호기-대합(EL),7.104.3.202,rtsp://7.104.3.22:4515/56c31a42-be7a-480d-932b-5d29ba6d717c/1/media.smp,,,
459,양산시청,104,E/L-1호기-대합(출입구),7.104.3.202,rtsp://7.104.3.22:4515/73d9de61-bb4c-4581-8b2c-54e2f84efb42/1/media.smp,,,
461,양산시청,104,E/L-2호기-승강(EL),7.104.3.203,rtsp://7.104.3.22:4515/1678f473-9d22-42bc-b683-958cd2d5dafe/1/media.smp,,,
463,양산시청,104,E/L-2호기-승강(승강장),7.104.3.203,rtsp://7.104.3.22:4515/1678f473-9d22-42bc-b683-958cd2d5dafe/1/media.smp,,,
465,양산시청,104,E/L-2호기-대합(EL),7.104.3.204,rtsp://7.104.3.22:4515/b7711fcc-3fa5-4d44-9749-5d6ac019d239/1/media.smp,,,
467,양산시청,104,E/L-2호기-대합(대합),7.104.3.204,rtsp://7.104.3.22:4515/a07c2663-8f0e-4b40-9132-966a49288583/1/media.smp,,,
469,양산시청,104,E/S-1호기-지상(하부),7.104.3.171,rtsp://7.104.3.22:4515/c151c080-8cae-4d67-a3af-fdf129027a67/1/media.smp,,,
471,양산시청,104,E/S-1호기-지상(상부),7.104.3.171,rtsp://7.104.3.22:4515/e20f74f2-6be7-4d37-b7cf-d6cfc56926aa/1/media.smp,,,
473,양산시청,104,E/S-1호기-대합,7.104.3.172,rtsp://7.104.3.22:4515/669845d5-2b70-4763-b966-477a6a7726bf/1/media.smp,,,
475,양산시청,104,E/S-2호기-지상(하부),7.104.3.173,rtsp://7.104.3.22:4515/c151c080-8cae-4d67-a3af-fdf129027a67/1/media.smp,,,
477,양산시청,104,E/S-2호기-지상(상부),7.104.3.173,rtsp://7.104.3.22:4515/55526ea9-323b-4e2b-b541-60d85a9bd0fd/1/media.smp,,,
479,양산시청,104,E/S-2호기-대합,7.104.3.174,rtsp://7.104.3.22:4515/8f9dde4e-c700-43e3-aba6-8125a7a1f2e7/1/media.smp,,,
481,양산시청,104,E/S-3호기-대합(하부),7.104.3.175,rtsp://7.104.3.22:4515/c43018c7-801e-4989-81b8-e0fa47a62f82/1/media.smp,,,
483,양산시청,104,E/S-3호기-대합(상부),7.104.3.175,rtsp://7.104.3.22:4515/e2740c6a-415d-4722-a00a-24d8493b1d84/1/media.smp,,,
485,양산시청,104,E/S-3호기-승강,7.104.3.176,rtsp://7.104.3.22:4515/5588399f-0cc5-4778-8b01-2ca857d42123/1/media.smp,,,
487,양산시청,104,선로전환기-16,7.104.3.71 ,rtsp://7.104.3.22:4515/04425de6-cb73-4132-ac82-63abb9efb44b/1/media.smp,,,
489,양산시청,104,선로전환기-17,7.104.3.72 ,rtsp://7.104.3.22:4515/d26eba54-9d24-4b18-967e-8855c7bcadba/1/media.smp,,,
491,양산시청,104,E/L-1호기-EL내부,7.104.3.207,,,,
493,양산시청,104,E/L-2호기-EL내부,7.104.3.208,,,,
